# of SR,DESCRIPTION,DATETIMEINIT,DATETIMECLOSED,STATUS,PROBADDRESS,SRX,SRY
16064 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1804 CYPRESS DR,"1,000,011.97","1,248,055.64"
16065 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1200 NOFFTZ DR,"997,247.91","1,251,204.90"
16066 ,Miscellaneous sewer call, 12/16/2013, 12/31/2013,CLOSED,105 N WALNUT ST,"1,009,583.65","1,256,442.75"
16067 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,208 NELSON CT,"1,011,629.60","1,259,271.25"
16068 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,HIGGINS RD & CLAYTON BLVD,"997,196.40","1,259,327.00"
16069 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1622 RIDGELAND DR,"999,805.79","1,249,159.95"
16070 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1401 HOLLYCREST DR,"999,175.46","1,250,654.34"
16071 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,308 S MARKET ST,"1,009,605.20","1,255,135.26"
16072 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,BRETT DR & BROOKHAVEN DR,"998,039.90","1,247,639.20"
16073 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1705 RIDGELAND DR,"999,775.82","1,248,909.22"
16074 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1506 ROSEWOOD DR,"999,274.17","1,249,889.13"
16075 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1101 W HEALEY ST,"1,003,983.98","1,254,543.24"
16076 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,2209 BRETT DR,"998,141.60","1,247,454.23"
16077 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1209 CHARLES ST,"1,003,115.59","1,252,587.20"
16078 ,Plow request, 12/16/2013, 12/16/2013,CLOSED,1400 CAMBRIDGE DR,"1,001,312.60","1,250,902.93"
16079 ,Sewer backup, 12/16/2013, 12/23/2013,CLOSED,1501 KILER DR,"1,007,679.96","1,261,681.18"
16080 ,MIscellaneous issues, 12/16/2013, 12/17/2013,CLOSED,10 East Chester Street,"1,009,489.47","1,256,453.93"
16081 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,1600 West Washington Champaign,"1,001,376.65","1,257,695.73"
16082 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,605 Hamilton Drive,"1,006,732.97","1,250,459.00"
16083 ,Repair to a streetlight needed, 12/17/2013, 12/17/2013,CLOSED,600-602 West Church Street,"1,006,764.14","1,257,017.50"
16084 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1715 HENRY ST,"1,000,651.02","1,253,161.58"
16085 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,S FAIR ST & WILLIAM ST,"1,001,286.61","1,252,788.35"
16086 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1300 FREDERICK ST,"1,001,286.61","1,252,788.35"
16087 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,WOODSPRING LN / WENDOVER PL,"993,437.30","1,244,277.50"
16088 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,913 HOLIDAY DR,"999,664.12","1,252,663.83"
16089 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,704 ARLINGTON CT,"1,006,321.56","1,254,392.84"
16090 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,HOLIDAY DR & ALTON DR,"999,697.00","1,251,516.00"
16091 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,James & Daniel Champaign Il,"1,003,392.28","1,253,319.85"
16092 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1000 W HARVARD ST,"1,004,690.61","1,259,002.76"
16093 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,N JAMES ST & W BEARDSLEY AVE,"1,003,292.00","1,260,006.00"
16094 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2100 W CURTIS RD,"998,873.33","1,239,153.83"
16095 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,413 STANAGE AVE,"1,007,621.24","1,252,082.07"
16096 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,810 W CLARK ST,"1,005,572.87","1,255,993.14"
16097 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1300 GARDEN HILLS DR,"1,001,505.81","1,260,763.62"
16098 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,406 HILLTOP RD,"996,654.08","1,257,867.54"
16099 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3922 DAFFODIL LN,"990,293.14","1,259,150.39"
16100 ,Misc. request/problem involving City facilities, 12/17/2013, 12/30/2013,CLOSED,307 S RANDOLPH ST,"1,008,710.27","1,255,503.83"
16101 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,806 BELLEPARK DR,"995,474.66","1,253,081.90"
16102 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1710 CLOVER LN,"999,307.77","1,248,787.07"
16103 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,805 BELLEPARK DR,"995,328.14","1,253,066.94"
16104 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3915 ROCKDALE DR,"990,620.81","1,260,877.11"
16105 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,Rosewood Champaign Il,"999,197.81","1,249,608.70"
16106 ,Repair to a streetlight needed, 12/17/2013, 12/17/2013,CLOSED,600-602 West Church Street,"1,006,996.64","1,257,028.32"
16107 ,Plow request, 12/16/2013, 12/17/2013,CLOSED,1503 BELLEPARK DR,"995,366.97","1,250,170.74"
16108 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1403 W CLARK ST,"1,002,284.96","1,255,900.31"
16109 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2602 W DANIEL ST,"996,782.60","1,253,346.60"
16110 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,600 UNION ST,"1,007,046.51","1,255,281.30"
16111 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3800 SUMMER SAGE CT,"991,306.23","1,260,235.01"
16112 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2801 Willowpark Dr,"995,724.15","1,250,514.46"
16113 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1106 W DANIEL ST,"1,003,903.62","1,253,396.15"
16114 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2616 W DANIEL ST,"996,313.34","1,253,364.68"
16115 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,915 W COLUMBIA AVE,"1,004,887.82","1,258,037.53"
16116 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2711 NATALIE DR,"995,910.56","1,257,757.60"
16117 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,801 Centennial Dr,"996,112.15","1,253,210.96"
16118 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3312 BRENTWOOD DR,"993,157.06","1,253,031.46"
16119 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,912 W DANIEL ST,"1,005,080.78","1,253,393.26"
16120 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,900 OAKCREST DR,"995,683.13","1,252,905.53"
16121 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1200 W BEARDSLEY AVE,"1,003,274.44","1,260,026.55"
16122 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,915 W COLUMBIA AVE,"1,004,887.82","1,258,037.53"
16123 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2600 W DANIEL ST,"996,699.80","1,253,322.49"
16124 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1312 LOCK RAVEN RD,"1,000,930.57","1,261,128.21"
16125 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,800 HOLLYCREST DR,"999,186.13","1,253,314.27"
16126 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1101 HOLIDAY DR,"999,664.69","1,252,023.33"
16127 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1213 CHARLES ST,"1,003,015.46","1,252,579.50"
16128 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1304 COBBLESTONE WAY,"992,442.07","1,261,137.66"
16129 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,4109 RAYBURN CT,"989,613.84","1,261,538.30"
16130 ,Sewer backup, 12/17/2013, 12/26/2013,CLOSED,W BIRCH ST & N STATE ST,"1,008,494.80","1,250,315.30"
16131 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,802 S FAIR ST,"1,001,343.64","1,253,193.95"
16132 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,700 YALOW DR,"1,005,793.02","1,270,436.82"
16133 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,ERIN DR & EDWARD HOFFMAN DR,"992,709.00","1,260,115.10"
16134 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1607 CORNELL DR,"1,001,030.86","1,251,458.01"
16135 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2701 SUMMERHILL LN,"994,299.69","1,242,934.99"
16136 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2103 MADISON CT,"1,005,567.53","1,246,330.48"
16137 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,904 BELLEPARK DR,"995,479.90","1,252,804.83"
16138 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,TRAFALGAR SQ & STRATFORD DR,"995,753.60","1,249,503.20"
16139 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,W ANTHONY DR / PINNACLE DR,"1,008,282.20","1,263,124.70"
16140 ,Tree inspection, 12/17/2013, 12/18/2013,CLOSED,320 ELMWOOD DR,"1,003,808.87","1,255,107.90"
16141 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,900 W HILL ST,"1,005,330.22","1,257,358.72"
16142 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,S LYNN ST & HESSEL BLVD,"1,006,987.30","1,251,185.60"
16143 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1803 BROADMOOR DR,"1,000,015.69","1,248,183.81"
16144 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,TRAILWAY DR & TRAILWAY CT,"990,106.78","1,259,793.85"
16145 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1000 N CHAMPAIGN ST,"1,010,385.05","1,259,448.00"
16146 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,HILLTOP RD & NATALIE DR,"996,506.60","1,257,711.90"
16147 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1607 CORNELL DR,"1,001,030.86","1,251,458.01"
16148 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,608 ROSSMOOR DR,"995,739.01","1,258,646.77"
16149 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,S DUNCAN RD & W JOHN ST,"994,854.10","1,253,748.00"
16150 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3920 DAFFODIL LN,"990,364.53","1,259,157.79"
16151 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1100 SHERWOOD CT,"990,364.53","1,259,157.79"
16152 ,Snow & Ice mailbox repair, 12/17/2013, 01/02/2014,CLOSED,1704 INTERSTATE DR,"1,000,181.98","1,268,231.21"
16153 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,714 S PRAIRIE ST,"1,008,093.29","1,253,256.81"
16154 ,Snow & Ice mailbox repair, 12/17/2013, 01/02/2014,CLOSED,605 NEWTON DR,"1,006,359.42","1,269,492.00"
16156 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1300 BELMEADE DR,"1,002,227.19","1,251,041.91"
16157 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,504 CHICAGO AVE,"1,003,790.52","1,254,514.74"
16158 ,Request to repair or replace a generic street sign, 12/17/2013, 01/10/2014,CLOSED,TRAFALGAR SQ / STRATFORD DR,"996,945.10","1,249,487.50"
16159 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,505 ASH ST,"1,011,309.79","1,257,820.28"
16160 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,600 S LYNN ST,"1,007,098.26","1,254,026.51"
16161 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2812 WILLOWPARK DR,"995,392.96","1,250,642.68"
16162 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1124 W Daniel Street,"1,003,449.27","1,253,418.25"
16163 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1712 TARA DR,"998,067.51","1,249,060.38"
16164 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,404 COMPTON AVE,"996,272.70","1,257,991.97"
16165 ,Pick up miscellaneous debris, 12/17/2013, 12/26/2013,CLOSED,N MATTIS AVE / W BRADLEY AVE,"1,000,012.90","1,260,334.80"
16166 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2000 OLA DR,"999,128.03","1,251,593.26"
16167 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,507 S VICTOR ST,"1,000,677.36","1,254,440.07"
16168 ,Snow & Ice mailbox repair, 12/17/2013, 01/16/2014,CLOSED,807 BELLEPARK DR,"995,324.06","1,253,006.66"
16169 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1500 W WASHINGTON ST,"1,001,858.75","1,257,703.39"
16170 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,705 W SPRINGFIELD AVE,"1,006,186.04","1,254,870.92"
16171 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3302 OLD WARSON RD,"993,581.97","1,258,009.20"
16172 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,810 DODDS DR,"1,006,147.72","1,250,043.88"
16173 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,404 W GREEN ST,"1,007,857.28","1,254,114.65"
16174 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1305 W CLARK ST,"1,002,549.10","1,255,887.71"
16175 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,4325 Crossgate Dr,"988,771.70","1,246,977.04"
16176 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,400 Elm Street,"1,007,524.73","1,257,346.16"
16177 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,900 BELLEPARK DR,"995,475.57","1,252,943.07"
16178 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,BARBERRY CIR & CLOVER LN,"999,320.50","1,246,643.20"
16179 ,Snow & Ice mailbox repair, 12/17/2013, 01/16/2014,CLOSED,1603 SANGAMON DR,"1,001,202.46","1,251,139.63"
16180 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,506 LILY CT,"1,004,980.38","1,257,916.97"
16181 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2501 BERSHIRE DR,"996,811.29","1,248,389.74"
16182 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1200 W BEARDSLEY AVE,"1,003,274.44","1,260,026.55"
16183 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1517 WAVERLY DR,"1,001,545.25","1,249,859.37"
16184 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,2200 TAMARACK DR,"998,704.15","1,246,433.58"
16185 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1200 W BEARDSLEY AVE,"1,003,274.44","1,260,026.55"
16186 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,WILLIAM ST & S VICTOR ST,"1,000,913.10","1,252,775.30"
16187 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1603 HENRY ST,"1,001,116.19","1,253,223.36"
16188 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1506 ROSEWOOD DR,"999,274.17","1,249,889.13"
16189 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,403 N LYNN ST,"1,006,987.68","1,257,490.60"
16190 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1005 N RANDOLPH ST,"1,008,816.81","1,259,854.64"
16191 ,Repair of sod damaged by snow plow, 12/17/2013, 12/31/2013,CLOSED,1901 BARBERRY CIR,"999,640.01","1,246,725.05"
16192 ,Snow & Ice mailbox repair, 12/17/2013, 01/02/2014,CLOSED,2504 WORCESTER DR,"996,814.78","1,248,771.74"
16193 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,106 E DANIEL ST,"1,010,872.89","1,253,319.62"
16194 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,309 E WHITE ST,"1,011,968.78","1,255,534.48"
16195 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,1710 Tara Dr,"998,089.28","1,249,128.24"
16196 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,810 W Clark St,"1,005,572.87","1,255,993.14"
16197 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3102 Sharon Dr,"994,599.60","1,261,793.09"
16198 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,Rebecca Dr,"997,676.50","1,247,225.00"
16199 ,Plow request, 12/17/2013, 12/18/2013,CLOSED,1502 Waverly Drive,"1,002,242.13","1,249,987.60"
16200 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,Cherry Creek Rd & Willoughby Rd,"996,317.10","1,242,555.50"
16201 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,3203 Ladue Dr,"993,876.08","1,259,169.30"
16202 ,Plow request, 12/17/2013, 12/17/2013,CLOSED,518 N Fair St,"1,001,306.84","1,258,117.80"
16203 ,General S&I inquiry or complaint, 12/18/2013, 12/18/2013,CLOSED,518 N FAIR ST,"1,001,306.84","1,258,117.80"
16204 ,Snow & Ice mailbox repair, 12/18/2013, 01/02/2014,CLOSED,4609 BRITTANY TRAIL DR,"986,908.97","1,247,281.69"
16205 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,700 CRESTWOOD DR,"993,387.70","1,259,267.78"
16206 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,800 Trailway Dr*,"990,075.07","1,258,859.78"
16207 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,608 ROSSMOOR CT,"995,812.60","1,258,780.94"
16208 ,Slick street, 12/18/2013, 12/18/2013,CLOSED,N PROSPECT AVE & W BRADLEY AVE,"1,005,325.80","1,260,244.30"
16209 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,2703 SANTA ANA RD,"995,944.65","1,259,166.29"
16210 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,1304 COBBLESTONE WAY,"992,442.07","1,261,137.66"
16211 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,400 PINE ST,"1,005,927.51","1,254,939.82"
16212 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,2811 WILLOWPARK DR,"995,394.97","1,250,496.33"
16213 ,General S&I inquiry or complaint, 12/18/2013, 12/18/2013,CLOSED,1907 MELANIE LN,"1,002,437.58","1,263,569.78"
16214 ,MIscellaneous issues, 12/18/2013, 12/18/2013,CLOSED,607 S James Champaign Il,"1,003,287.60","1,253,777.31"
16215 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,2007 PARKDALE DR,"998,996.45","1,249,353.92"
16216 ,Snow & Ice mailbox repair, 12/18/2013, 01/16/2014,CLOSED,1419 HOLLYCREST DR,"998,916.39","1,250,156.23"
16217 ,MIscellaneous issues, 12/18/2013, 12/18/2013,CLOSED,509 East Healey Street,"1,012,942.73","1,254,378.71"
16218 ,Snow & Ice mailbox repair, 12/18/2013, 01/02/2014,CLOSED,4008 TURNBERRY DR,"990,211.55","1,251,413.32"
16219 ,Special project for another department, 12/18/2013, 12/31/2013,CLOSED,2702 N Market St,"1,010,711.51","1,267,488.39"
16220 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,1918 ROBERT DR,"1,003,091.34","1,247,100.05"
16221 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,409 N WILLIS AVE,"1,004,611.37","1,257,648.48"
16222 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,507 S FAIR ST,"1,001,111.34","1,254,371.83"
16223 ,Snow & Ice mailbox repair, 12/18/2013, 01/02/2014,CLOSED,4508 CROSSGATE DR,"987,831.59","1,247,146.09"
16224 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,W WASHINGTON ST & LILY CT,"1,004,934.56","1,257,711.71"
16225 ,Pick up miscellaneous debris, 12/18/2013, 12/18/2013,CLOSED,W KIRBY AVE / GRANDVIEW DR,"1,004,520.74","1,252,889.04"
16226 ,Heating/air conditioning complaints, 12/18/2013, 12/18/2013,CLOSED,102 N NEIL ST,"1,009,517.05","1,256,347.04"
16227 ,Clean inlet, 12/18/2013, 12/18/2013,CLOSED,502 E GREEN ST,"1,012,626.04","1,254,141.16"
16228 ,Heating/air conditioning complaints, 12/18/2013, 12/18/2013,CLOSED,102 N NEIL ST,"1,009,517.05","1,256,347.04"
16229 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,MAIN ST & FREMONT ST,"1,009,574.90","1,256,892.60"
16230 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,2313 BLACKTHORN DR,"997,962.23","1,246,056.48"
16231 ,Sewer backup, 12/18/2013, 12/27/2013,CLOSED,803 PHOENIX DR,"1,006,082.16","1,244,482.40"
16232 ,Sewer odor, 12/18/2013, 12/27/2013,CLOSED,407 TAYLOR THOMAS LN,"1,012,399.52","1,260,056.90"
16233 ,Plow request, 12/18/2013, 12/18/2013,CLOSED,MEADOW CT & MEADOW DR,"999,735.80","1,250,114.40"
16234 ,General S&I inquiry or complaint, 12/19/2013, 12/19/2013,CLOSED,1615 UNION ST,"1,001,169.19","1,255,260.70"
16235 ,Plow request, 12/19/2013, 12/19/2013,CLOSED,800 INTERSTATE DR,"1,006,865.41","1,268,262.37"
16236 ,Heating/air conditioning complaints, 12/19/2013, 01/14/2014,CLOSED,102 N NEIL ST,"1,009,517.05","1,256,347.04"
16237 ,Plow request, 12/19/2013, 12/19/2013,CLOSED,1400 WESTERN AVE,"1,000,536.42","1,250,785.74"
16238 ,Plow request, 12/19/2013, 12/19/2013,CLOSED,4 ALDER CT,"999,436.27","1,247,803.79"
16239 ,Plow request, 12/19/2013, 12/19/2013,CLOSED,3100 AMY DR,"994,539.01","1,261,419.73"
16240 ,Water leak, 12/19/2013, 12/30/2013,CLOSED,VAN DOREN ST & W WHITE ST,"1,005,694.30","1,255,578.30"
16241 ,Repair of sod damaged by snow plow, 12/19/2013, 12/31/2013,CLOSED,1302 TURNBERRY CIR,"989,892.73","1,251,352.90"
16242 ,Sweeping of street, 12/19/2013, 12/23/2013,CLOSED,1016 UNION ST,"1,004,248.37","1,255,361.67"
16243 ,Snow & Ice mailbox repair, 12/19/2013, 01/16/2014,CLOSED,2008 PARKDALE DR,"998,934.53","1,249,499.29"
16244 ,Plumbing repair, 12/19/2013, 01/14/2014,CLOSED,702 EDGEBROOK DR,"1,006,489.37","1,262,003.43"
16245 ,Pothole repair, 12/19/2013, 12/23/2013,CLOSED,Church and Mattis,"1,000,012.60","1,257,051.42"
16246 ,Plow request, 12/19/2013, 12/19/2013,CLOSED,300 WHEATON AVE,"1,006,055.27","1,255,558.87"
16247 ,Pothole repair, 12/20/2013, 12/23/2013,CLOSED,507 County Road 1600 North,"1,007,460.75","1,254,933.04"
16249 ,Traffic signal that has lost power or is flashing, 12/23/2013, 12/30/2013,CLOSED,E University Ave & S Fourth St,"1,012,150.60","1,256,309.30"
16250 ,Barricade set up for misc. issues, 12/23/2013, 01/01/2014,CLOSED,Lincoln Rd & W Kirby Ave,"1,003,338.60","1,249,684.10"
16251 ,Pothole repair, 12/23/2013, 12/23/2013,CLOSED,E Windsor Rd & S Neil St,"1,008,443.70","1,244,359.30"
16252 ,Request to repair or replace a generic street sign, 12/23/2013, 12/30/2013,CLOSED,806 W Healey St,"1,005,713.94","1,254,684.69"
16253 ,Pick up dead animal(s), 12/20/2013, 12/26/2013,CLOSED,Alabama Ave & Bloomington Rd,"1,007,427.80","1,260,876.70"
16254 ,Sewer backup, 12/21/2013, 12/26/2013,CLOSED,1409 Winding Ln,"1,007,968.12","1,261,073.16"
16255 ,Sewer backup, 12/21/2013, 12/26/2013,CLOSED,2307 Southmoor Dr,"998,126.17","1,247,146.61"
16256 ,Plow request, 12/19/2013, 12/23/2013,CLOSED,2003 Clover Ln,"999,186.71","1,246,949.08"
16257 ,Plow request, 12/19/2013, 12/23/2013,CLOSED,400 W Church St,"1,007,916.85","1,257,075.79"
16258 ,Electrical repair, 12/19/2013, 01/14/2014,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
16260 ,Pick up miscellaneous debris, 12/20/2013, 12/27/2013,CLOSED,Mayfair Rd & W Kirby Ave,"1,002,268.70","1,249,692.20"
16261 ,Pothole repair, 12/20/2013, 12/23/2013,CLOSED,S Elm St & W Springfield Ave,"1,007,535.20","1,254,945.20"
16262 ,Sewer backup, 12/20/2013, 12/27/2013,CLOSED,1413 Peppermill Ln,"990,136.95","1,261,654.18"
16263 ,Pick up dead animal(s), 12/20/2013, 12/27/2013,CLOSED,308 William St,"1,008,225.69","1,252,905.40"
16264 ,Pick up abandoned bicycle(s), 12/20/2013, 12/27/2013,CLOSED,812 Scottsdale Dr,"996,777.39","1,252,948.17"
16265 ,Pick up miscellaneous debris, 12/20/2013, 12/27/2013,CLOSED,2004 Robert Dr,"1,003,041.89","1,246,659.98"
16266 ,Request to repair a burnt out streetlight lamp, 12/20/2013, 01/01/2014,CLOSED,E Church St & N Fourth St,"1,012,094.68","1,257,026.80"
16267 ,Clean inlet, 12/20/2013, 12/27/2013,CLOSED,Charles St & S Lynn St,"1,007,090.40","1,252,488.90"
16268 ,Sinkhole repair, 12/20/2013, 12/27/2013,CLOSED,1505 Maywood Dr,"1,002,006.97","1,251,002.69"
16269 ,Clean inlet, 12/20/2013, 12/23/2013,CLOSED,Charles St & S Prairie St,"1,008,010.10","1,252,485.60"
16270 ,Clean inlet, 12/20/2013, 12/23/2013,CLOSED,S Prospect Ave & W Green St,"1,005,382.70","1,254,038.40"
16271 ,Sweeping of street, 12/20/2013, 12/23/2013,CLOSED,N Randolph St & W Eureka St,"1,008,889.60","1,259,633.50"
16272 ,Sewer odor, 12/23/2013, 12/31/2013,CLOSED,703 S Willis Ave,"1,004,661.19","1,253,498.36"
16273 ,Clean inlet, 12/20/2013, 12/27/2013,CLOSED,N Randolph St & W Eureka St,"1,008,889.60","1,259,633.50"
16274 ,Sweeping of street, 12/23/2013, 12/23/2013,CLOSED,723 S Prairie St,"1,007,912.59","1,252,949.16"
16275 ,Miscellaneous sewer call, 12/23/2013, 12/26/2013,CLOSED,Champaign St & E Bradley Ave,"1,010,362.80","1,260,270.30"
16276 ,Miscellaneous street problem, 12/23/2013, 12/27/2013,CLOSED,305 E Washington St,"1,011,835.57","1,257,595.47"
16277 ,TSR from Parking Programs, 12/23/2013, 01/10/2014,CLOSED,Logan St & S Market St,"1,009,698.70","1,255,863.10"
16278 ,Tree inspection, 12/23/2013, 12/26/2013,CLOSED,2008 Garden Hills Dr,"1,001,214.26","1,263,852.84"
16279 ,Signal not cycling properly, 12/23/2013, 01/10/2014,CLOSED,Glenn Park Dr & N Mattis Ave,"1,000,035.30","1,257,368.10"
16280 ,Snow & Ice mailbox repair, 12/23/2013, 01/02/2014,CLOSED,702 Doisy Ln,"1,006,055.57","1,268,860.03"
